url,date,timestamp
https://www.census.gov/library/stories/2024/01/indoor-outdoor-recreation-revenue.html,2024-01-17,20240117193753
https://www.census.gov/library/stories/2024/01/mlk-day.html,2024-01-12,20240112013510
https://www.census.gov/library/stories/2024/01/racial-ethnic-diversity-neighborhoods.html,2024-01-03,20240103190400
https://www.census.gov/library/stories/2024/01/rising-child-care-cost.html,2024-01-09,20240109204438
https://www.census.gov/library/stories/2024/01/self-storage-industry.html,2024-01-10,20240110213655
https://www.census.gov/library/stories/2024/01/top-indigenous-communities.html,2024-01-12,20240112192134
https://www.census.gov/library/stories/2024/02/cre-for-equity.html,2024-02-22,20240222013716
https://www.census.gov/library/stories/2024/02/disasters-and-island-areas-moves.html,2024-02-16,20240216194321
https://www.census.gov/library/stories/2024/02/gender-wage-gap-education.html,2024-02-29,20240229024726
https://www.census.gov/library/stories/2024/02/health-care-costs.html,2024-03-07,20240307021153
https://www.census.gov/library/stories/2024/02/legal-sports-betting.html,2024-02-14,20240214161736
https://www.census.gov/library/stories/2024/02/living-in-shelters.html,2024-02-28,20240228062338
https://www.census.gov/library/stories/2024/02/realtors-use-census-data.html,2024-02-01,20240201151917
https://www.census.gov/library/stories/2024/02/super-bowl-lviii.html,2024-02-08,20240208160200
https://www.census.gov/library/stories/2024/03/acs-response-and-social-connections.html,2024-03-12,20240312025700
https://www.census.gov/library/stories/2024/03/college-hoops-craze-captivates-nation.html,2024-03-22,20240322215445
https://www.census.gov/library/stories/2024/03/coupled-households.html,2024-03-28,20240328222534
https://www.census.gov/library/stories/2024/03/excess-mortality-during-covid-19.html,2024-03-15,20240315143106
https://www.census.gov/library/stories/2024/03/florida-and-fast-growing-metros.html,2024-03-15,20240315080252
https://www.census.gov/library/stories/2024/03/grandparents-living-with-grandchildren.html,2024-03-26,20240326041528
https://www.census.gov/library/stories/2024/03/mlb-opening-day.html,2024-03-28,20240328222559
https://www.census.gov/library/stories/2024/03/seven-annual-economic-surveys-combined-into-one.html,2024-03-12,20240312025615
https://www.census.gov/library/stories/2024/04/baltimore-key-bridge.html,2024-04-10,20240410160922
https://www.census.gov/library/stories/2024/04/children-undercount.html,2024-04-18,20240418195837
https://www.census.gov/library/stories/2024/04/infant-formula-shortage.html,2024-04-02,20240402232841
https://www.census.gov/library/stories/2024/04/older-adults-health-coverage.html,2024-04-18,20240418195538
https://www.census.gov/library/stories/2024/04/public-school-spending.html,2024-05-01,20240501093621
https://www.census.gov/library/stories/2024/04/small-business-week-2024.html,2024-05-01,20240501224844
https://www.census.gov/library/stories/2024/04/wealth-by-race.html,2024-04-23,20240423181118
https://www.census.gov/library/stories/2024/04/where-do-immigrants-live.html,2024-04-10,20240410160548
https://www.census.gov/library/stories/2024/05/exurbs-city-population.html,2024-05-16,20240516141740
https://www.census.gov/library/stories/2024/05/foreign-born-population-puerto-rico-spanish.html,2024-05-30,20240530182034
https://www.census.gov/library/stories/2024/05/foreign-born-population-puerto-rico.html,2024-05-24,20240524032907
https://www.census.gov/library/stories/2024/05/great-reshuffling.html,2024-05-13,20240513221719
https://www.census.gov/library/stories/2024/05/internet-growth.html,2024-05-24,20240524032829
https://www.census.gov/library/stories/2024/05/key-bridge-commuters.html,2024-05-10,20240510014334
https://www.census.gov/library/stories/2024/05/living-arrangements.html,2024-05-30,20240530221306
https://www.census.gov/library/stories/2024/05/movs.html,2024-05-03,20240503044129
https://www.census.gov/library/stories/2024/05/sun-belt-cities-and-towns.html,2024-05-16,20240516141706
https://www.census.gov/library/stories/2024/06/broadband-access-tribal-areas.html,2024-06-18,20240618132256
https://www.census.gov/library/stories/2024/06/economic-census-annual-business-survey-results.html,2024-06-08,20240608020200
https://www.census.gov/library/stories/2024/06/elder-poverty.html,2024-06-25,20240625152705
https://www.census.gov/library/stories/2024/06/hurricane-season-and-emergency-tools.html,2024-06-12,20240612161051
https://www.census.gov/library/stories/2024/06/metro-areas-population-age.html,2024-06-27,20240627122909
https://www.census.gov/library/stories/2024/06/national-housing-month.html,2024-06-28,20240628200504
https://www.census.gov/library/stories/2024/06/same-sex-marriages.html,2024-06-11,20240611174709
https://www.census.gov/library/stories/2024/07/2024-olympic-team.html,2024-07-26,20240726201622
https://www.census.gov/library/stories/2024/07/helping-el-salvador-conduct-census-spanish.html,2024-07-18,20240718202140
https://www.census.gov/library/stories/2024/07/helping-el-salvador-conduct-census.html,2024-07-11,20240711160049
https://www.census.gov/library/stories/2024/07/olympics-french-connection.html,2024-08-05,20240805084051
https://www.census.gov/library/stories/2024/07/population-projections.html,2024-07-30,20240730175009
https://www.census.gov/library/stories/2024/07/race-and-class-gap.html,2024-07-27,20240727010951
https://www.census.gov/library/stories/2024/08/measure-disasters-impact.html,2024-08-09,20240809152858
https://www.census.gov/library/stories/2024/08/pandemic-mental-health-struggles.html,2024-08-30,20240830115736
https://www.census.gov/library/stories/2024/08/redefining-rural.html,2024-08-27,20240827224300
https://www.census.gov/library/stories/2024/08/same-sex-couples-geographic-variation.html,2024-08-22,20240822132016
https://www.census.gov/library/stories/2024/08/who-lives-in-homes-they-own.html,2024-08-01,20240801181953
https://www.census.gov/library/stories/2024/09/acs-child-poverty.html,2024-09-12,20240912194340
https://www.census.gov/library/stories/2024/09/acs-health-insurance.html,2024-09-12,20240912164322
https://www.census.gov/library/stories/2024/09/acs-rent-burden.html,2024-09-12,20240912232554
https://www.census.gov/library/stories/2024/09/bfs-puerto-rico.html,2024-09-03,20240903171926
https://www.census.gov/library/stories/2024/09/constitution-day-sis.html,2024-09-09,20240909150813
https://www.census.gov/library/stories/2024/09/cre-pr-tools-spanish.html,2024-09-26,20240926162559
https://www.census.gov/library/stories/2024/09/cre-pr-tools.html,2024-09-26,20240926164557
https://www.census.gov/library/stories/2024/09/economic-census-island-area-characteristics.html,2024-09-25,20240925142257
https://www.census.gov/library/stories/2024/09/health-insurance-coverage.html,2024-09-10,20240910160514
https://www.census.gov/library/stories/2024/09/household-income-race-hispanic-spanish.html,2024-09-10,20240910163445
https://www.census.gov/library/stories/2024/09/household-income-race-hispanic.html,2024-09-10,20240910145735
https://www.census.gov/library/stories/2024/09/older-adults-visualization.html,2024-09-05,20240905043956
https://www.census.gov/library/stories/2024/09/sdhc-coupled-households.html,2024-09-19,20240919151616
https://www.census.gov/library/stories/2024/09/supplemental-poverty-measure-states.html,2024-09-10,20240910150359
https://www.census.gov/library/stories/2024/09/supplemental-poverty-measure.html,2024-09-10,20240910151312
https://www.census.gov/library/stories/2024/10/2024-mlb-world-series.html,2024-10-28,20241028235720
https://www.census.gov/library/stories/2024/10/american-pharmacists-month.html,2024-11-08,20241108225119
https://www.census.gov/library/stories/2024/10/business-growth-snapshot.html,2024-11-08,20241108225531
https://www.census.gov/library/stories/2024/10/business-weather-impact.html,2024-10-01,20241001174606
https://www.census.gov/library/stories/2024/10/child-supplemental-poverty-measure.html,2024-10-29,20241029000621
https://www.census.gov/library/stories/2024/10/hispanic-owned-businesses-spanish.html,2024-11-22,20241122233701
https://www.census.gov/library/stories/2024/10/hispanic-owned-businesses.html,2024-10-12,20241012230426
https://www.census.gov/library/stories/2024/10/hurricane-helene.html,2024-11-27,20241127040448
https://www.census.gov/library/stories/2024/10/marriage-and-divorce.html,2024-10-08,20241008224007
https://www.census.gov/library/stories/2024/10/power-outages.html,2024-10-02,20241002152025
https://www.census.gov/library/stories/2024/10/semiconductor-industry-spotlight.html,2024-10-03,20241003185331
https://www.census.gov/library/stories/2024/11/civic-engagement-and-volunteerism.html,2024-11-19,20241119153206
https://www.census.gov/library/stories/2024/11/family-households.html,2024-11-12,20241112155554
https://www.census.gov/library/stories/2024/11/idb-population-trends.html,2024-11-26,20241126200313
https://www.census.gov/library/stories/2024/11/naics-changes.html,2024-11-08,20241108222811
https://www.census.gov/library/stories/2024/11/pandemic-effects-on-employment.html,2024-11-20,20241120152016
https://www.census.gov/library/stories/2024/11/same-sex-tables-2023.html,2024-11-13,20241113164831
https://www.census.gov/library/stories/2024/11/single-owner-businesses.html,2024-11-21,20241121154526
https://www.census.gov/library/stories/2024/11/supplemental-poverty-measure-visualization.html,2024-11-14,20241114233817
https://www.census.gov/library/stories/2024/11/veteran-owned-businesses.html,2024-11-10,20241110011919
https://www.census.gov/library/stories/2024/12/2024-year-in-review.html,2024-12-26,20241226152117
https://www.census.gov/library/stories/2024/12/airport-authorities.html,2024-12-10,20241210162421
https://www.census.gov/library/stories/2024/12/holiday-fun-facts.html,2024-12-17,20241217200747
https://www.census.gov/library/stories/2024/12/home-equity.html,2024-12-17,20241217170416
https://www.census.gov/library/stories/2024/12/new-year-population.html,2024-12-30,20241230165045
https://www.census.gov/library/stories/2024/12/population-estimates.html,2024-12-19,20241219170210
https://www.census.gov/library/stories/2024/12/trade-by-industry-and-product-statistics.html,2024-12-18,20241218154338
