url,date,timestamp
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-01.html,2024-01-19,20240119133804
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-02.html,2024-01-19,20240119133803
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-03.html,2024-02-26,20240226215521
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-04.html,2024-02-26,20240226215523
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-05.html,2024-03-07,20240307211530
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-06.html,2024-05-14,20240514133006
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-07.html,2024-02-26,20240226215522
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-08.html,2024-02-26,20240226215531
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-09.html,2024-05-14,20240514133213
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-10.html,2024-05-14,20240514132316
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-11.html,2024-05-14,20240514133245
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-12.html,2024-05-14,20240514132341
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-13.html,2024-05-14,20240514132316
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-14.html,2024-05-14,20240514133432
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-15.html,2024-05-14,20240514132416
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-16.html,2024-05-14,20240514133444
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-17.html,2024-05-14,20240514133600
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-18.html,2024-05-14,20240514133557
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-19.html,2024-05-14,20240514132325
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-20.html,2024-05-14,20240514133735
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-21.html,2024-05-14,20240514133815
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-22.html,2024-05-14,20240514132259
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-23.html,2024-05-03,20240503043936
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-24.html,2024-05-14,20240514133908
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-25.html,2024-05-24,20240524144950
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-26.html,2024-07-02,20240702155136
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-27.html,2024-07-02,20240702155052
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-28.html,2024-07-02,20240702155042
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-29.html,2024-07-02,20240702142435
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-30.html,2024-07-02,20240702142447
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-31.html,2024-07-02,20240702142457
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-32.html,2024-06-27,20240627001118
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-33.html,2024-07-17,20240717171228
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-34.html,2024-07-17,20240717205512
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-35.html,2024-07-17,20240717210401
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-36.html,2024-07-23,20240723194358
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-37.html,2024-07-23,20240723194338
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-38.html,2024-07-26,20240726154907
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-39.html,2024-08-02,20240802161038
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-40.html,2024-08-02,20240802161055
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-41.html,2024-08-13,20240813205925
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-42.html,2024-08-13,20240813210000
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-43.html,2024-09-10,20240910035912
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-44.html,2024-09-10,20240910133354
https://www.census.gov/library/working-papers/2024/adrm/CES-WP-24-45.html,2024-09-10,20240910133424
