url,date,timestamp,cur_status
https://www.census.gov/library/stories/2024/01/indoor-outdoor-recreation-revenue.html,2024-01-17,20240117193753,200
https://www.census.gov/library/stories/2024/01/mlk-day.html,2024-01-12,20240112013510,200
https://www.census.gov/library/stories/2024/01/racial-ethnic-diversity-neighborhoods.html,2024-01-03,20240103190400,200
https://www.census.gov/library/stories/2024/01/rising-child-care-cost.html,2024-01-09,20240109204438,200
https://www.census.gov/library/stories/2024/01/self-storage-industry.html,2024-01-10,20240110213655,200
https://www.census.gov/library/stories/2024/01/top-indigenous-communities.html,2024-01-12,20240112192134,200
https://www.census.gov/library/stories/2024/02/cre-for-equity.html,2024-02-22,20240222013716,200
https://www.census.gov/library/stories/2024/02/disasters-and-island-areas-moves.html,2024-02-16,20240216194321,200
https://www.census.gov/library/stories/2024/02/gender-wage-gap-education.html,2024-02-29,20240229024726,200
https://www.census.gov/library/stories/2024/02/health-care-costs.html,2024-03-07,20240307021153,200
https://www.census.gov/library/stories/2024/02/legal-sports-betting.html,2024-02-14,20240214161736,200
https://www.census.gov/library/stories/2024/02/living-in-shelters.html,2024-02-28,20240228062338,200
https://www.census.gov/library/stories/2024/02/realtors-use-census-data.html,2024-02-01,20240201151917,200
https://www.census.gov/library/stories/2024/02/super-bowl-lviii.html,2024-02-08,20240208160200,200
https://www.census.gov/library/stories/2024/03/acs-response-and-social-connections.html,2024-03-12,20240312025700,200
https://www.census.gov/library/stories/2024/03/college-hoops-craze-captivates-nation.html,2024-03-22,20240322215445,200
https://www.census.gov/library/stories/2024/03/coupled-households.html,2024-03-28,20240328222534,200
https://www.census.gov/library/stories/2024/03/excess-mortality-during-covid-19.html,2024-03-15,20240315143106,200
https://www.census.gov/library/stories/2024/03/florida-and-fast-growing-metros.html,2024-03-15,20240315080252,200
https://www.census.gov/library/stories/2024/03/grandparents-living-with-grandchildren.html,2024-03-26,20240326041528,200
https://www.census.gov/library/stories/2024/03/mlb-opening-day.html,2024-03-28,20240328222559,200
https://www.census.gov/library/stories/2024/03/seven-annual-economic-surveys-combined-into-one.html,2024-03-12,20240312025615,200
https://www.census.gov/library/stories/2024/04/baltimore-key-bridge.html,2024-04-10,20240410160922,200
https://www.census.gov/library/stories/2024/04/children-undercount.html,2024-04-18,20240418195837,200
https://www.census.gov/library/stories/2024/04/infant-formula-shortage.html,2024-04-02,20240402232841,200
https://www.census.gov/library/stories/2024/04/older-adults-health-coverage.html,2024-04-18,20240418195538,200
https://www.census.gov/library/stories/2024/04/public-school-spending.html,2024-05-01,20240501093621,200
https://www.census.gov/library/stories/2024/04/small-business-week-2024.html,2024-05-01,20240501224844,200
https://www.census.gov/library/stories/2024/04/wealth-by-race.html,2024-04-23,20240423181118,200
https://www.census.gov/library/stories/2024/04/where-do-immigrants-live.html,2024-04-10,20240410160548,200
https://www.census.gov/library/stories/2024/05/exurbs-city-population.html,2024-05-16,20240516141740,200
https://www.census.gov/library/stories/2024/05/foreign-born-population-puerto-rico-spanish.html,2024-05-30,20240530182034,200
https://www.census.gov/library/stories/2024/05/foreign-born-population-puerto-rico.html,2024-05-24,20240524032907,200
