url,date,timestamp,cur_status
https://www.census.gov/library/stories/2022/01/gender-pay-gap-widens-as-women-age.html,2022-01-27,20220127150852,200
https://www.census.gov/library/stories/2022/01/measuring-community-resilience-equitably.html,2022-01-10,20220110153131,200
https://www.census.gov/library/stories/2022/01/national-poverty-in-america-awareness-month-measuring-poverty.html,2022-01-24,20220124222857,200
https://www.census.gov/library/stories/2022/01/nations-teachers-more-diverse-but-still-lag-racial-ethnic-makeup-of-students.html,2022-01-05,20220105150145,200
https://www.census.gov/library/stories/2022/01/novice-data-users-help-is-on-the-way.html,2022-01-26,20220126153921,200
https://www.census.gov/library/stories/2022/01/parents-and-children-interacted-more-during-covid-19.html,2022-01-03,20220103152629,200
https://www.census.gov/library/stories/2022/01/who-makes-more-preventable-visits-to-emergency-rooms.html,2022-01-21,20220121021048,200
https://www.census.gov/library/stories/2022/01/women-more-likely-than-men-to-have-no-retirement-savings.html,2022-01-13,20220113153235,200
https://www.census.gov/library/stories/2022/02/business-of-manufacturing-snack-foods-before-the-big-game.html,2022-02-09,20220209164755,200
https://www.census.gov/library/stories/2022/02/census-bureau-construction-data-from-stone-age-to-space-age.html,2022-02-08,20220208150143,200
https://www.census.gov/library/stories/2022/02/census-bureau-survey-now-measures-covid-19-impact-on-workforce-supplies.html,2022-02-17,20220217172321,200
https://www.census.gov/library/stories/2022/02/dim-job-outlook-for-people-released-from-prison-during-great-recession.html,2022-02-15,20220215154842,200
https://www.census.gov/library/stories/2022/02/frontline-workers-more-likely-to-report-symptoms-of-anxiety-depressive-disorder.html,2022-02-02,20220202144732,200
https://www.census.gov/library/stories/2022/02/harder-to-pay-bills-now-that-child-tax-credit-payments-have-ended.html,2022-02-28,20220228155426,200
https://www.census.gov/library/stories/2022/02/increase-in-number-of-united-states-black-owned-businesses-between-2017-and-2019.html,2022-02-22,20220222153950,200
https://www.census.gov/library/stories/2022/02/over-quarter-of-children-lived-with-at-least-one-foreign-born-parent.html,2022-02-03,20220203160830,200
https://www.census.gov/library/stories/2022/02/united-states-startups-create-jobs-at-higher-rates-older-large-firms-employ-most-workers.html,2022-02-16,20220216152319,200
https://www.census.gov/library/stories/2022/03/1950-census-records-window-to-history.html,2022-03-28,20220328145257,200
https://www.census.gov/library/stories/2022/03/census-data-tool-helps-fema-better-understand-disaster-vulnerability.html,2022-03-15,20220315162148,200
https://www.census.gov/library/stories/2022/03/deaths-outnumbered-births-in-half-of-states-between-2020-and-2021.html,2022-03-24,20220324153855,200
https://www.census.gov/library/stories/2022/03/despite-efforts-census-undercount-of-young-children-persists.html,2022-03-10,20220310153217,200
https://www.census.gov/library/stories/2022/03/mom-and-pop-businesses-key-contributors-to-united-states-economy.html,2022-03-29,20220329143625,200
https://www.census.gov/library/stories/2022/03/net-domestic-migration-increased-in-united-states-counties-2021.html,2022-03-24,20220324184433,200
https://www.census.gov/library/stories/2022/03/united-states-deaths-spiked-as-covid-19-continued.html,2022-03-24,20220324144417,200
https://www.census.gov/library/stories/2022/03/united-states-migration-continued-decline-from-2020-to-2021.html,2022-03-07,20220307153438,200
https://www.census.gov/library/stories/2022/03/what-has-driven-population-change-in-united-states-counties.html,2022-03-24,20220324230346,200
https://www.census.gov/library/stories/2022/03/what-is-the-gender-wage-gap-in-your-state.html,2022-03-01,20220301192820,200
https://www.census.gov/library/stories/2022/03/who-was-undercounted-overcounted-in-2020-census.html,2022-03-10,20220310152049,200
https://www.census.gov/library/stories/2022/04/ecommerce-sales-surged-during-pandemic.html,2022-04-27,20220427141939,200
https://www.census.gov/library/stories/2022/04/exploring-census-data-made-easy.html,2022-04-12,20220412145619,200
https://www.census.gov/library/stories/2022/04/exploring-economic-data-by-topic.html,2022-04-19,20220419143423,200
https://www.census.gov/library/stories/2022/04/famous-people-who-first-appeared-in-1950-census-records.html,2022-04-01,20220401134257,200
https://www.census.gov/library/stories/2022/04/fertility-rates-declined-for-younger-women-increased-for-older-women.html,2022-04-06,20220406141655,200
https://www.census.gov/library/stories/2022/04/less-hunger-in-at-risk-households-during-pandemic-expansion-of-school-meals-program.html,2022-04-04,20220404144151,200
https://www.census.gov/library/stories/2022/04/national-archives-releases-1950-census-records.html,2022-04-01,20220401132917,200
https://www.census.gov/library/stories/2022/04/recognizing-nations-administrative-professionals.html,2022-04-26,20220426180537,200
https://www.census.gov/library/stories/2022/04/why-study-aging-in-africa-region-with-worlds-youngest-population.html,2022-04-13,20220413132411,200
